location,TU.ID,TU.type,alt_TSS..TU.type...an.or.n.,genes,Sense.tags,genename,Annotation..cyanobase.,Entrez_GeneID,X15C,X42C,X.CO2,Darkness,X.Fe,Hl,X.N,X.P,Exp..p.,Stat..p.,Median
Chr,TU165,ga,,1,slr1411,slr1411,hypothetical protein,953352,8149,667,2205,19,3118,3504,4555,2717,5200,450,2917.5
Chr,TU169,g,,1,slr1413,slr1413,hypothetical protein,953361,479,1868,96,5102,295,205,226,136,39,225,225.5
Chr,TU3459,an,alt,0,slr1428,slr1428,hypothetical protein,952060,383,167,288,0,445,386,151,505,196,45,242
Chr,TU3460,ga,,1,slr1428,slr1428,hypothetical protein,952060,2253,1334,1323,56,2379,3975,3275,1223,3866,675,1793.5
Chr,TU1090,g,,1,slr1436,slr1436,hypothethical protein,954165,2013,67,326,0,852,688,715,349,616,135,482.5
Chr,TU1091,ga,,2,"slr1437, slr1438","slr1437, slr1438","unknown protein, Aldose 1-epimerase","954166, 954167",3691,3469,14649,2486,3976,2545,10616,40678,7307,4773,4374.5
Chr,TU1098,g,,1,slr1440,slr1440,hypothetical protein,954171,383,634,479,37,622,362,1506,776,249,630,550.5
Chr,TU1109,g,,1,slr1444,slr1444,hypothetical protein,954179,336,334,288,392,520,338,602,2426,295,675,365
Chr,TU1120,ga,,2,"slr1449, slr1450","slr1449, slr1450","hypothetical protein, unknown protein","954185, 954186",192,367,575,0,825,320,640,427,548,90,397
Chr,TU3471,g,,1,slr1451,slr1451,hypothetical protein,952050,11265,1734,6002,93,6981,7171,6324,8229,4772,2432,6163
Chr,TU3486,ga,,1,slr1461,slr1461,hypothetical protein,952042,431,634,671,168,1114,621,1468,1087,275,135,627.5
Chr,TU3488,g,,1,slr1462,slr1462,hypothetical protein,953329,12894,9006,16739,206,4860,3980,12912,8015,1815,12699,8510.5
Chr,TU3489,i,,0,slr1462,slr1462,hypothetical protein ,953329,1150,0,173,0,375,338,301,194,222,0,208
Chr,TU3494,n,alt,0,slr1464,slr1464,hypothetical protein,952040,1917,3102,6404,37,177,302,2409,3843,0,5449,2163
Chr,TU3495,g,,1,slr1464,slr1464,hypothetical protein,952040,527,0,268,0,391,175,903,272,222,90,245
Chr,TU1913,g,,1,slr1478,slr1478,hypothetical protein,953095,48,33,0,0,155,66,941,19,77,0,40.5
Chr,TU37,g,,3,"slr1484, slr1485, slr1488","slr1484, slr1485, slr1488","unknown protein, putative phosphatidylinositol phosphate kinase, sa lt-induced periplasmic protein, multidrug resistance family ABC transporter","952153, 952173, 952191",0,100,96,0,7871,24,414,19,22,45,34.5
Chr,TU55,g,,1,slr1501,slr1501,probable acetyltransferase,952614,1965,6004,2167,1009,2615,9602,2974,4328,3008,1081,2794.5
Chr,TU56,i,,0,slr1501,slr1501,probable acetyltransferase ,952614,479,600,633,19,820,567,979,1009,650,135,616.5
Chr,TU1621,i,,0,slr1503,slr1503,hypothetical protein ,954670,1150,33,134,0,386,410,188,252,561,0,220
Chr,TU1633,g,,1,slr1507,slr1507,hypothetical protein,954680,336,267,441,37,900,440,1581,369,493,135,404.5
Chr,TU1980,ga,,2,"slr1533, slr1534","slr1533, slr1534","hypothetical protein, hypothetical protein","953050, 953049",3643,867,1208,804,2282,1671,2974,2329,488,540,1439.5
Chr,TU1019,g,,1,slr1552,slr1552,unknown protein,954109,3547,0,422,0,723,651,489,194,640,45,455.5
Chr,TU3540,ga,,1,slr1557,slr1557,hypothetical protein,952013,3931,2001,1361,243,3579,3908,1318,2212,2489,1081,2106.5
Chr,TU3562,ga,,1,slr1573,slr1573,hypothetical protein,953260,479,1768,633,37,536,862,339,757,1078,0,584.5
Chr,TU3568,ga,,1,slr1579,slr1579,hypothetical protein,951866,12176,700,3912,131,4259,3148,3877,4929,3083,1531,3512.5
Chr,TU3578,ga,,1,slr1583,slr1583,hypothetical protein,953298,3212,1234,6193,206,6011,5995,3350,1281,4787,1216,3281
Chr,TU3586,ga,,2,"slr1588, slr0746","slr1588, stpA","two-component transcription regulator, glucosylglycerolphosphate phosphatase","952331, 953064",1965,400,671,75,1313,1351,1468,718,3223,45,1015.5
Chr,TU451,ga,,1,slr1599,slr1599,hypothetical protein,953622,7478,667,2569,280,1436,1665,1468,3843,938,2387,1566.5
Chr,TU454,ga,,1,slr1600,slr1600,hypothetical protein,953623,4075,300,1707,56,1907,3040,1016,2717,1046,721,1376.5
Chr,TU456,ga,,1,slr1601,slr1601,hypothetical protein,953625,12367,1868,7344,112,8932,9493,15697,5609,10851,1666,8138
Chr,TU459,ga,,1,slr1603,slr1603,hypothetical protein,953628,1390,27384,1438,934,1125,669,2484,815,1522,5044,1414
Chr,TU2127,ga,,1,slr1634,slr1634,hypothetical protein,952945,223859,355986,808326,68795,4527,22062,13552,415261,172296,640136,198077.5
Chr,TU3640,ga,,1,slr1660,slr1660,hypothetical protein,952532,2157,1134,2243,19,1398,1007,2183,1048,300,585,1091
Chr,TU3645,ga,,1,slr1661,slr1661,hypothetical protein,954550,479,100,671,0,980,1061,903,408,841,90,575
Chr,TU3658,ga,,1,slr1667,slr1667,hypothetical protein (target gene of sycrp1),952047,4602,8472,54857,25623,7737,3721,16262,100996,47668,136358,20942.5
Chr,TU3661,ga,,2,"slr1668, ssr2786","slr1668, ssr2786","periplasmic protein, function unknown (target gene of sycrp1), unknown protein","951937, NA",3643,2702,3509,150,7946,6266,8018,3920,5828,1396,3781.5
Chr,TU2043,an,alt,0,slr1686,slr1686,hypothetical protein,953012,4314,133,1687,93,1725,1393,3501,2523,420,1171,1540
Chr,TU2045,ga,,1,slr1686,slr1686,hypothetical protein,953012,3595,1901,1841,0,1940,1755,1920,1572,1841,1216,1841
Chr,TU2057,i,,0,slr1690,slr1690,hypothetical protein ,953004,96,33,345,0,193,145,866,233,60,45,120.5
Chr,TU712,ga,,2,"slr1702, slr1703","slr1702, serS","hypothetical protein, seryl-tRNA synthetase","953847, 953848",1726,100,441,0,1286,1375,1581,563,631,0,597
Chr,TU725,ga,,1,slr1704,slr1704,hypothetical protein,953855,11936,8572,22626,6037,40211,7623,8093,8927,4709,4954,8332.5
Chr,TU1502,ga,,1,slr1717,slr1717,hypothetical protein,954567,96,634,288,0,466,374,376,272,754,45,331
Chr,TU1513,ga,,1,slr1724,slr1724,hypothetical protein,954577,1582,67,940,0,1420,1019,791,796,1764,90,868
Chr,TU1519,an,alt,0,slr1726,slr1726,unknown protein,954585,1246,33,115,0,289,181,113,175,128,0,121.5
Chr,TU1520,ga,,1,slr1726,slr1726,unknown protein,954585,1486,6137,2263,710,595,440,2522,3979,396,2252,1869
Chr,TU1345,ga,,1,slr1732,slr1732,hypothetical protein,954397,2445,267,978,467,1709,832,3124,2523,684,675,905
Chr,TU1363,g,,1,slr1740,slr1740,ABC transporter substrate-binding protein,954414,1103,0,403,0,573,627,489,116,384,135,393.5
Chr,TU1366,g,,1,slr1742,slr1742,probable cobyric acid synthase,954416,623,0,77,0,80,121,38,19,14,0,28.5
Chr,TU505,ga,,1,slr1753,slr1753,hypothetical protein,953672,3499,1501,2301,1047,1602,2738,5534,1960,2141,1081,2050.5
Chr,TU516,ga,,1,slr1762,slr1762,hypothetical protein,953680,192,367,805,93,16,0,113,679,0,991,152.5
Chr,TU216,gi,,1,slr1776,slr1776,high affinity sulfate transporter,953404,144,67,115,0,364,458,602,349,546,45,246.5
Chr,TU238,ga,,2,"slr1790, slr1791","slr1790, cysH","hypothetical protein, phosphoadenosine phosphosulfate reductase","953427, 953428",34657,2135,14151,56,9333,9210,11670,8384,3477,1306,8797
Chr,TU249,ga,,1,slr1796,slr1796,hypothetical protein,953438,1821,166,882,0,1045,1297,1130,563,802,90,842
Chr,TU264,ga,,1,slr1799,slr1799,hypothetical protein,953447,671,100,58,0,257,350,151,58,169,0,125.5
Chr,TU266,g,,1,slr1800,slr1800,hypothetical protein,953448,3451,100,594,0,643,1086,903,330,336,225,465
Chr,TU1317,ga,,1,slr1807,slr1807,hypothetical protein,954370,479,1001,652,2486,879,1049,715,1203,730,1036,940
Chr,TU1321,ga,,1,slr1809,slr1809,unknown protein,954372,1198,2268,1476,523,1495,1128,2447,1067,1056,856,1163
Chr,TU1328,ga,,2,"slr1815, slr1816","slr1815, slr1816","hypothetical protein, hypothetical protein","954381, 954382",144,1034,1227,0,734,277,2974,3629,3380,585,884
Chr,TU1334,ga,,1,slr1818,slr1818,hypothetical protein,954387,1055,1101,1208,206,1082,724,1656,1009,321,225,1032
Chr,TU936,ga,,2,"slr1826, slr1827","slr1826, slr1827","hypothetical protein, hypothetical protein","954046, 954047",2732,100,863,19,1929,1158,3426,1475,1104,90,1131
Chr,TU969,i,,0,slr1840,slr1840,hypothetical protein ,954071,384,300,288,187,1061,766,791,738,1096,0,561
Chr,TU534,g,,2,"slr1847, slr1848","slr1847, hisD","hypothetical protein, histidinol dehydrogenase","953699, 953700",1534,133,729,0,3906,3528,2936,1475,2090,45,1504.5
Chr,TU539,ga,,2,"slr1851, ssr3129","slr1851, ssr3129","hypothetical protein, unknown protein","953705, 953706",0,67,134,37,11,6,38,0,41,585,37.5
Chr,TU1230,ga,,1,slr1862,slr1862,unknown protein,954289,575,100,709,0,423,115,1882,524,159,0,291
Chr,TU1277,ga,,1,slr1886,slr1886,iojap protein,954336,12511,20546,12406,8522,8808,5561,20817,12576,4622,22876,12458.5
Chr,TU1282,g,,1,slr1888,slr1888,4-hydroxybutyrate coenzyme A transferase.,954339,1055,1234,863,1009,922,597,1355,1320,333,585,965.5
Chr,TU852,ga,,1,slr1896,slr1896,hypothetical protein,953976,2013,133,709,0,900,1001,1581,718,319,90,713.5
Chr,TU598,g,,2,"slr1906, slr1907","slr1906, slr1907","hypothetical protein, hypothetical protein","953747, 953748",2061,1601,1994,37,5390,5108,9298,4386,2366,856,2213.5
Chr,TU603,gai,,1,slr1911,slr1911,hypothetical protein,953752,2445,200,748,37,1206,1538,715,737,923,90,742.5
Chr,TU604,g,,1,slr1912,slr1912,anti-sigma F factor antagonist,953754,6903,400,2206,0,5541,4885,14644,2756,7019,630,3820.5
Chr,TU605,ga,,2,"slr1913, slr1914","slr1913, slr1914","hypothetical protein, hypothetical protein","953755, 953756",4362,2001,3355,972,2529,1936,2560,3590,382,1621,2265
Chr,TU612,g,,1,slr1916,slr1916,esterase,953760,9491,4002,10009,1701,9901,14638,7830,17991,4028,5494,8660.5
Chr,TU613,ga,,1,slr1917,slr1917,hypothetical protein,953761,6184,4736,10047,2766,6558,5398,11444,8733,2684,7025,6371
Chr,TU615,ga,,1,slr1918,slr1918,hypothetical protein,953762,3355,367,652,37,1404,1972,376,1261,672,225,662
Chr,TU622,ga,,1,slr1919,slr1919,ABC1-like,953768,5896,234,595,0,2695,2774,565,213,231,45,399.5
Chr,TU624,ga,,1,slr1920,slr1920,unknown protein,953769,9779,800,5484,37,932,6031,1769,1456,3987,991,1612.5
Chr,TU2299,g,,2,"slr1926, slr1927","slr1926, slr1927","hypothetical protein, hypothetical protein","954276, 953035",13086,3035,5235,617,7094,5326,7792,6560,2784,721,5280.5
Chr,TU2317,g,,1,slr1935,slr1935,hypothetical protein,952831,2397,1067,1975,374,1264,1659,941,2309,575,901,1165.5
Chr,TU2325,ga,,1,slr1939,slr1939,unknown protein,952825,815,167,441,0,230,561,113,485,213,90,221.5
Chr,TU2328,i,,0,slr1939,slr1939,unknown protein ,952825,1965,600,1898,19,1966,1261,1957,990,993,856,1127
Chr,TU2329,i,,0,slr1939,slr1939,unknown protein ,952825,288,0,307,0,466,645,903,233,684,135,297.5
Chr,TU2330,n,alt,0,"slr1940, ssr3300","slr1940, ssr3300","periplasmic protein, function unknown, unknown protein","952824, 952823",3308,567,1400,243,1281,1309,2183,2077,621,540,1295
Chr,TU2331,g,,2,"slr1940, ssr3300","slr1940, ssr3300","periplasmic protein, function unknown, unknown protein","952824, 952823",623,1201,422,19,1607,2093,1882,2018,1815,360,1404
Chr,TU2342,g,,1,slr1946,slr1946,hypothetical protein,952815,383,500,383,150,466,633,414,621,558,360,440
Chr,TU2346,ga,,1,slr1949,slr1949,hypothetical protein,954913,1965,3669,3681,1439,3290,2376,3990,2853,2192,1621,2614.5
Chr,TU1812,ga,,1,slr1956,slr1956,unknown protein,954876,383,33,460,0,739,663,602,78,1157,0,421.5
Chr,TU1814,i,,0,slr1956,slr1956,unknown protein ,954876,815,367,729,150,670,482,188,873,191,766,576
Chr,TU1815,g,,1,slr1957,slr1957,hypothetical protein,954877,911,3402,13403,280,4211,2575,13062,25831,20096,3017,3806.5
Chr,TU1816,ga,,1,slr1958,slr1958,unknown protein,954878,1150,2201,2454,37,3370,2183,2936,2523,1174,721,2192
Chr,TU1819,g,,1,slr1959,slr1959,unknown protein,954883,815,1067,844,19,713,531,1468,737,121,450,725
Chr,TU1824,ga,,1,slr1962,slr1962,probable extracellular solute-binding protein,954886,959,767,978,0,1077,1188,1468,951,529,0,955
Chr,TU1831,ga,,1,slr1966,slr1966,hypothetical protein,954891,2109,2035,2090,374,1398,1532,5684,5803,2085,225,2060
Chr,TU1833,i,,0,slr1968,slr1968,unknown protein ,954895,0,0,0,0,43,60,0,19,672,0,0
Chr,TU1864,ga,,1,slr1975,slr1975,renin-binding protein,954945,1534,33,211,0,396,555,226,194,619,225,225.5
Chr,TU1868,ga,,1,slr1977,slr1977,hypothetical protein,954953,719,133,58,75,220,133,113,155,48,0,123
Chr,TU1870,i,,0,slr1980,slr1980,unknown protein ,953113,144,0,153,0,96,18,527,39,22,0,30.5
Chr,TU1875,ga,,2,"slr1982, slr1983","slr1982, slr1983","two-component response regulator CheY subfamily, two-component hybrid sensor and regulator","955013, 953107",1630,734,901,75,2620,2756,1318,1553,3690,450,1435.5
Chr,TU1482,gi,,2,"slr1999, slr2000","slr1999, slr2000","hypothetical protein, hypothetical protein","954546, 954547",1486,1401,1323,262,1441,615,2259,1339,430,1036,1331
Chr,TU754,ga,,1,slr2005,slr2005,"periplasmic protein, function unknown",953872,3164,767,1898,75,6086,4137,3313,2833,2576,270,2704.5
Chr,TU770,g,,1,slr2024,slr2024,two-component response regulator CheY subfamily,953893,288,167,575,0,1007,464,1393,388,469,0,426
Chr,TU771,ga,,1,slr2025,slr2025,hypothetical protein,953894,4314,1368,2819,785,2325,2871,2673,3920,2448,1216,2560.5
Chr,TU562,g,,1,slr2042,slr2042,hypothetical protein,953724,288,367,383,0,246,54,979,194,10,90,220
Chr,TU585,ga,,1,slr2052,slr2052,hypothetical protein,953739,8245,18511,22415,3065,7346,5880,32449,54943,19096,12834,15672.5
Chr,TU587,ga,,1,slr2053,slr2053,putative hydrolase,953741,623,133,499,19,563,531,75,155,650,270,384.5
Chr,TU911,ga,,2,"slr2070, slr2071","slr2070, slr2071","hypothetical protein, unknown protein","954024, 954025",431,300,537,19,1356,1502,452,621,1677,135,494.5
Chr,TU926,g,,1,slr2077,slr2077,"probable ABC transporter, periplasmic binding p rotein",954035,3499,233,2435,150,1950,1248,1769,951,737,45,1099.5
Chr,TU1606,g,,1,slr2101,slr2101,hypothetical protein,954660,863,33,824,0,546,344,2070,388,558,180,467
Chr,TU1611,g,,1,slr2105,slr2105,hypothetical protein,954665,527,667,460,112,1018,1285,113,718,1220,90,597
Chr,TU1674,gi,,1,slr2119,slr2119,unknown protein,954731,431,500,709,0,622,537,866,951,510,180,523.5
Chr,TU1675,g,,1,slr2120,slr2120,hypothetical protein,954732,959,400,748,0,488,386,753,524,140,45,444
Chr,TU1676,i,,0,slr2121,slr2121,hypothetical protein ,954733,96,233,192,598,171,253,489,679,80,0,212.5
Chr,TU632,g,,1,slr1020,sqdB,sulfolipid biosynthesis protein SqdB,953775,14524,1034,4985,56,11434,14957,1995,8054,20831,1216,6519.5
Chr,TU2477,ga,,1,slr0384,sqdX,sulfoquinovosyldiacylglycerol biosynthesis prot ein SqdX,954825,1486,33,268,0,504,669,452,116,213,90,240.5
Chr,TU2279,gi,,1,ssl0259,ssl0259,hypothetical protein,952863,11409,1267,4391,19,5320,4192,9110,5764,2375,495,4291.5
Chr,TU2421,ga,,1,ssl0294,ssl0294,hypothetical protein,952590,12032,10707,17851,598,21442,11869,24092,14653,10081,3152,11950.5
Chr,TU2397,gai,,1,ssl0312,ssl0312,hypothetical protein,952777,1822,700,959,0,1564,832,1995,757,923,180,877.5
Chr,TU2912,g,,1,ssl0331,ssl0331,hypothetical protein,952816,240,600,690,37,332,211,1694,970,261,135,296.5
Chr,TU2895,g,,1,ssl0352,ssl0352,hypothetical protein,952445,2445,300,2723,0,21019,18974,6023,2911,25982,45,2817
Chr,TU145,ga,,1,ssl0410,ssl0410,unknown protein,953339,192,233,153,0,911,537,339,233,1276,45,233
Chr,TU1542,ga,,1,ssl0467,ssl0467,unknown protein,954599,1678,300,1208,37,1800,959,414,835,1766,270,897
Chr,TU2208,ga,,2,"ssl0483, sll0258","ssl0483, psbV","hypothetical protein, cytochrome c550","953153, 954270",11984,2602,6500,766,13014,19650,1468,17525,23252,2252,9242
Chr,TU3206,ga,,1,ssl0511,ssl0511,hypothetical protein,952222,288,133,96,19,504,446,75,116,401,90,124.5
Chr,TU2843,g,,1,ssl0750,ssl0750,unknown protein,952493,288,834,1150,19,686,633,715,582,964,225,659.5
Chr,TU2964,g,,1,ssl1045,ssl1045,hypothetical protein,952025,719,400,1016,0,504,513,979,796,251,90,508.5
Chr,TU2962,ga,,2,"ssl1046, sll0543","ssl1046, sll0543","hypothetical protein, hypothetical protein","952339, 952838",1774,200,2282,0,1484,410,4254,5958,5876,856,1629
Chr,TU3286,ga,,3,"ssl1263, sll0661, sll0662","ssl1263, ycf35, sll0662","hypothetical protein, hypothetical protein YCF35, 4Fe-4S type iron-sulfur protein","952175, 952176, 954475",959,366,1707,19,6548,3963,1919,1766,6797,270,1736.5
Chr,TU1775,g,,1,ssl1498,ssl1498,hypothetical protein,954839,4027,600,2090,0,5154,2798,1807,6560,6398,811,2444
Chr,TU1735,ga,,2,"ssl1520, sll0818","ssl1520, sll0818","unknown protein, tetrapyrrole methylase family protein","954793, 954792",2445,1368,1668,19,2727,1888,5157,3881,860,675,1778
Chr,TU3014,ga,,1,ssl1533,ssl1533,unknown protein,952362,5417,7838,7094,673,8996,3534,10992,16943,6152,5269,6623
Chr,TU2996,ga,,1,ssl1552,ssl1552,unknown protein,952374,2636,33,594,19,948,844,1205,835,1348,315,839.5
Chr,TU2358,ga,,1,ssl1807,ssl1807,hypothetical protein,953282,7813,5137,6423,10111,3247,1532,5872,5473,478,10402,5672.5
Chr,TU371,ga,,2,"ssl1972, sll1025","ssl1972, sll1025","hypothetical protein, hypothetical protein","953561, 953560",3020,901,2493,206,4929,3420,4894,3998,1662,630,2756.5
Chr,TU69,g,,2,"ssl2069, sll1060","ssl2069, sll1060","hypothetical protein, hypothetical protein","952889, 952885",1582,1534,1093,75,1768,1647,1581,2135,1008,766,1557.5
Chr,TU2001,ga,,1,ssl2148,ssl2148,hypothetical protein,953037,6040,3102,4698,336,3542,3745,4028,2562,887,1081,3322
Chr,TU2002,n,alt,0,ssl2148,ssl2148,hypothetical protein,953037,1774,233,748,0,1163,1176,2146,505,515,90,631.5
Chr,TU1983,ga,,1,ssl2162,ssl2162,unknown protein,954985,6807,367,1687,243,2513,3359,2936,194,669,315,1178
Chr,TU1071,ga,,1,ssl2250,ssl2250,bacterioferritin-associated ferredoxin,954147,1822,3469,4448,131,56123,10368,4593,4231,6570,1126,4339.5
Chr,TU1888,gi,,1,ssl2717,ssl2717,hypothetical protein,953103,815,233,499,224,1709,1508,452,1611,1056,180,657
Chr,TU1631,g,,1,ssl2781,ssl2781,hypothetical protein,954678,1294,133,345,0,975,953,452,408,1249,45,430
Chr,TU1617,i,,0,ssl2789,ssl2789,similar to resolvase ,954668,1007,500,479,0,541,573,791,873,1213,45,557
Chr,TU1006,ga,,2,"ssl2823, sll1466","ssl2823, sll1466","hypothetical protein, probable glycosyltransferase","954098, 954097",767,100,652,0,2449,1731,527,1223,1305,0,709.5
Chr,TU3563,ga,,1,ssl2874,ssl2874,hypothetical protein,952001,383,434,134,187,2052,730,1129,155,317,180,350
Chr,TU3564,an,alt,0,ssl2874,ssl2874,hypothetical protein,952001,96,433,383,0,648,634,715,232,1433,90,408
Chr,TU2139,ga,,1,ssl2971,ssl2971,hypothetical protein,952931,1390,334,805,206,697,766,2522,1029,604,180,731.5
Chr,TU1249,ga,,6,"ssl3382, ssl3383, sll1769, sll1770, sll1771, sll1772","ssl3382, ssl3383, sll1769, sll1770, pphA, mutS","hypothetical protein, unknown protein, hypothetical protein, hypothetical protein, protein serin-threonin phosphatase, DNA mismatch repair protein MutS","954308, 954307, 954306, 954305, 954304, 954303",2157,167,786,0,932,748,1619,563,355,270,655.5
Chr,TU1823,ga,,1,ssl3573,ssl3573,hypothetical protein,954885,1103,2235,1265,206,841,682,1242,854,529,856,855
Chr,TU780,ga,,3,"ssl3615, sll1912, sll1913","ssl3615, sll1912, sll1913","unknown protein, hypothetical protein, hypothetical protein","953902, 953901, 953900",863,467,824,430,739,700,979,1048,565,180,719.5
Chr,TU2711,ga,,2,"ssr0109, slr0053","ssr0109, slr0053","hypothetical protein, hypothetical protein","952586, 951916",8868,2201,5139,3028,10078,10742,8470,6599,5480,2612,6039.5
Chr,TU2910,g,,1,ssr0332,ssr0332,hypothetical protein,951965,527,434,1208,19,1972,2020,1430,970,3407,135,1089
Chr,TU2624,ga,,1,ssr0349,ssr0349,hypothetical protein,952629,911,0,115,19,91,223,113,0,34,0,62.5
Chr,TU2235,ga,,1,ssr0657,ssr0657,hypothetical protein,952876,3068,1701,2243,318,2909,1846,2974,2601,1177,585,2044.5
Chr,TU2842,ga,,1,ssr0692,ssr0692,hypothetical protein,952497,9587,116205,91039,10952,22466,11827,3463,30373,4376,60884,17146.5
Chr,TU2844,ga,,1,ssr0693,ssr0693,unknown protein,952505,96,767,1361,19,1098,1068,715,1494,1186,180,917.5
Chr,TU2165,ga,,1,ssr0761,ssr0761,hypothetical protein,953150,288,300,479,37,605,205,640,388,176,45,294
Chr,TU3113,g,,1,ssr1038,ssr1038,unknown protein,952287,240,1534,6538,0,852,434,38,1650,822,991,837
Chr,TU3529,g,,2,"ssr1114, slr0664","ssr1114, slr0664","hypothetical protein, hypothetical protein","953263, 952031",431,367,709,0,338,193,715,388,130,0,352.5
Chr,TU3606,ga,,1,ssr1256,ssr1256,hypothetical protein,953288,3308,1534,479,19,734,1182,113,408,101,135,443.5
Chr,TU1723,ga,,1,ssr1375,ssr1375,hypothetical protein,954782,336,300,1917,112,2315,1472,1957,2814,1568,45,1520
Chr,TU2992,n,alt,0,"ssr1407, slr0833","ssr1407, dnaB","hypothetical protein, replicative DNA helicase [Contains: Ssp dnaB intei n]","952378, 952377",527,67,211,0,525,489,301,233,251,0,242
Chr,TU2993,g,,2,"ssr1407, slr0833","ssr1407, dnaB","hypothetical protein, replicative DNA helicase [Contains: Ssp dnaB intei n]","952378, 952377",18120,32987,24236,2037,14498,12931,22586,26685,10250,18914,18517
Chr,TU2926,g,,1,ssr1528,ssr1528,hypothetical protein,953268,383,700,882,0,1114,4143,113,699,1711,135,699.5
Chr,TU367,ga,,1,ssr1768,ssr1768,unknown protein,953553,1294,1501,1189,206,1522,1429,1468,1824,925,811,1361.5
Chr,TU70,g,,1,ssr1853,ssr1853,unknown protein,952890,1055,1401,1151,75,9055,3438,1957,3998,2515,90,1679
Chr,TU895,g,,1,ssr2016,ssr2016,hypothetical protein,954012,9491,634,12943,150,4420,11248,3124,640,1616,1171,2370
Chr,TU1065,n,alt,0,ssr2047,ssr2047,hypothetical protein,954141,192,133,575,37,622,289,640,970,283,270,286
Chr,TU1066,g,,1,ssr2047,ssr2047,hypothetical protein,954141,9491,12841,13844,449,14311,11327,10390,12770,11262,6980,11294.5
Chr,TU1084,ga,,1,ssr2062,ssr2062,hypothetical protein,954157,36095,67108,131132,19100,13470,27707,26614,197859,45998,219263,41046.5
Chr,TU1960,g,,3,"ssr2130, slr1287, slr1288","ssr2130, slr1287, slr1288","hypothetical protein, hypothetical protein, hypothetical protein","954993, 953062, 953060",3308,967,2052,112,1950,1128,3313,1883,1658,360,1770.5
Chr,TU299,n,alt,0,ssr2153,ssr2153,unknown protein,953472,815,700,1975,561,1077,808,678,1009,1085,901,858
Chr,TU300,g,,1,ssr2153,ssr2153,unknown protein,953472,52106,5337,28320,6672,132515,103953,12987,23386,78842,15491,25853
Chr,TU1693,ga,,1,ssr2194,ssr2194,unknown protein,954751,6567,5804,19136,1775,13845,4765,1957,2329,5627,6169,5715.5
Chr,TU1702,ga,,2,"ssr2201, slr1327","ssr2201, slr1327","unknown protein, hypothetical protein","954756, 954757",527,600,863,19,2432,1122,1355,1300,1109,360,986
Chr,TU1094,ga,,1,ssr2406,ssr2406,unknown protein,954169,431,0,153,0,616,501,903,233,594,45,332
Chr,TU1110,ga,,1,ssr2422,ssr2422,unknown protein,954180,623,700,1323,710,1275,706,2597,1456,507,450,708
Chr,TU1651,ga,,2,"ssr2554, slr1518","ssr2554, menA","hypothetical protein, phylloquinone biosynthesis protein, probable 1,4-dihydroxy-2-naphthoic acid phytyltransferase","954696, 954697",1390,1834,1150,0,1307,1574,5120,5337,4381,405,1482
Chr,TU1015,ga,,2,"ssr2611, slr1550","ssr2611, lysS","hypothetical protein, lysyl-tRNA synthetase","954105, 954106",959,9473,9338,934,96,72,1694,2309,0,18193,1326.5
Chr,TU2032,ga,,1,ssr2806,ssr2806,hypothetical protein,954968,48,133,211,0,145,193,264,311,500,45,169
Chr,TU710,ga,,1,ssr2843,ssr2843,hypothetical protein,953846,240,400,460,299,536,519,602,349,457,45,428.5
Chr,TU724,ga,,1,ssr2848,ssr2848,unknown protein,953854,3499,200,1265,0,1720,1212,1543,1417,981,946,1238.5
Chr,TU521,an,alt,0,ssr2962,ssr2962,hypothetical protein,953685,336,133,441,19,407,356,979,272,633,135,346
Chr,TU522,ga,,1,ssr2962,ssr2962,hypothetical protein,953685,240,233,479,0,230,187,1092,291,317,0,236.5
Chr,TU532,g,,1,ssr3122,ssr3122,hypothetical protein,953697,2732,267,1496,0,2229,1580,2146,1727,1227,90,1538
Chr,TU1272,ga,,1,ssr3188,ssr3188,hypothetical protein,954331,671,267,1016,280,632,609,979,776,188,90,620.5
Chr,TU1276,g,,2,"ssr3189, slr1885","ssr3189, slr1885","hypothetical protein, hypothetical protein","954334, 954335",8533,2868,4755,1065,14493,9596,16977,9141,4707,3648,6644
Chr,TU1845,ga,,2,"ssr3341, slr1970","ssr3341, slr1970","hypothetical protein, hypothetical protein","954910, 954912",1294,367,1055,0,2556,2183,2259,1844,2549,90,1569
Chr,TU567,ga,,1,ssr3465,ssr3465,unknown protein,953727,575,1134,1419,0,1672,350,979,1514,217,0,777
Chr,TU1571,g,,3,"ssr3532, slr2080, slr2081","ssr3532, slr2080, tyrA","unknown protein, hypothetical protein, prephenate dehydrogenase","954633, 954634, 954635",383,100,249,0,938,561,715,505,909,90,444
Chr,TU3290,ga,,1,slr0713,tgt,queuine tRNA-ribosyltransferase,953094,144,667,96,19,59,54,75,272,29,90,82.5
Chr,TU2805,ga,,1,slr0633,thiG,thiamine biosynthesis protein ThiG,952522,1822,1401,1553,2747,2427,1797,4329,3338,628,2026,1924
Chr,TU2774,g,,1,sll0455,thrA,homoserine dehydrogenase,952451,479,100,134,56,509,410,188,408,418,90,298
Chr,TU1266,g,,1,sll1760,thrB,homoserine kinase,954324,959,267,767,0,873,2045,151,757,476,360,616.5
Chr,TU1340,g,,1,sll1688,thrC,threonine synthase,954392,3212,534,1112,19,332,495,2221,291,519,495,507
Chr,TU1952,ga,,1,sll1172,thrC,threonine synthase,953074,18887,3969,9395,112,10978,13009,7002,8986,2822,1621,7994
